Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_LUCIFER,,Lucifer,ルシファー,Luzifer,Lucifer,Lucifer,Lúcifer,Люцифер,Lucifero,路西法,路西法,루시퍼,Lucyfer,Люцифер,Lucifer,Lüsifer
L_BRIMFIENDS,,Brim Fiends,ブリム・フィーンド,Randwesen,Démons du Gouffre,Demonios del Borde,Demônios da Borda,Серные Демоны,Demoni del Bordo,邊緣魔物,边缘魔物,테두리 마귀,Pomiot Otchłani,Примарні Біси,Randgeesten,Kenar İblisleri
L_FIREIMPS,,Fire Imps,ファイアインプ,Feuerkobolde,Lutins de Feu,Diablillos de Fuego,Diabretes de Fogo,Огненные Бесы,Imp di Fuoco,火精靈,火焰小恶魔,불의 임프,Ogniste Chochliki,Вогняні Бісенята,Vuurduivels,Ateş Cinleri
L_CHAOSSATYRS,,Chaos Satyrs,カオス・サテュロス,Chaos-Satyrn,Satyres du Chaos,Sátiros del Caos,Sátiros do Caos,Сатиры Хаоса,Satiri del Caos,混沌薩提爾,混沌萨特,혼돈 사티로스,Satyry Chaosu,Сатири Хаосу,Chaos Satyrs,Kaos Satirleri
L_ATTACK,,Attack,攻撃,Angriff,Attaque,Ataque,Atacar,Атакуют,Attacco,攻擊,攻击,공격,Atak,Атака,Aanval,Saldırı
L_ATTACKING,,Attacking,攻撃中,Angreifen,Attaque,Atacando,Atacando,Атакующий,Attaccando,攻擊中,攻击中,공격 중,Atakowanie,Атака,Aanvallen,Saldırı
L_ATTACKS,,Attacks,攻撃,Angriffe,Attaques,Ataques,Ataques,Атакует,Attacchi,攻擊,攻击,공격,Ataki,Атаки,Aanvallen,Saldırılar
L_ATTACKED,,Attacked,攻撃された,Angegriffen,Attaqué,Atacado,Atacado,Атакуют,Attaccato,受到攻擊,受到攻击,공격받음,Zaatakowany,Атаковано,Aangevallen,Saldırıya uğradı
L_DEFEND,,Defend,防御,Verteidigen,Défendre,Defender,Defender,Защита,Difendi,防禦,防御,방어,Obrona,Захист,Verdedigen,Savun
L_DEFENDING,,Defending,防御中,Verteidigung,Se défendre,Defendiendo,Defendendo,Защищающийся,Difendendo,防禦中,防御,방어 중,Obrona,Захист,Verdedigen,Savunma
L_DEFENDS,,Defends,防御する,Verteidigt,Défend,Defiende,Defende,Защищает,Difende,防禦,防御,방어,Broni,Захищає,Verdedigt,Savunur
L_DEFENDED,,Defended,防御した,Verteidigt,Défendu,Defendido,Defendido,Защищён,Difeso,防禦了,防御成功,방어함,Obrona,Захищено,Verdedigd,Savunuldu
L_PROVOKE,,Provoke,挑発,Provozieren,Provoquer,Provocar,Provocar,Провокация,Provocare,挑釁,挑衅,도발,Prowokacja,Спровокувати,Provoceren,Kışkırt
L_PROVOKING,,Provoking,挑発,Provozierend,Provocation,Provocando,Provocando,Провоцирование,Provocante,挑釁,挑衅,도발,Prowokowanie,Провокування,Provoceren,Kışkırtıcı
L_PROVOKES,,Provokes,挑発する,Provoziert,Provoque,Provoca,Provoca,Провоцирует,Provoca,挑釁,激怒,도발,Prowokuje,Провокує,Provoceert,Kışkırtır
L_PROVOKED,,Provoked,挑発された,Provoziert,Provoqué,Provocado,Provocado,Спровоцирован,Provocato,被激怒,激怒,도발됨,Sprowokowany,Спровокований,Geprovoceerd,Kışkırtılmış
L_CAST,,Cast,キャスト,Besetzung,Lancer,Lanzar,Lançar,Читают,Lancia,施放,施放,시전,Rzuć,Застосувати,Werpen,Büyü Yap
L_CASTING,,Casting,詠唱,Beschwörung,Lancement,Lanzamiento,Conjuração,Читает,Lancio,施法,施法,시전,Rzucanie,Закляття,Werpen,Büyü Yapma
L_CASTS,,Casts,詠唱,Wirft,Lance,Lanzamientos,Lança,Читает,Lanci,施放,施放,시전,Rzuca,Закляття,Werpt,Büyüler
L_CASTED,,Casted,詠唱した,Gewirkt,Lancé,Lanzado,Lançado,Прочитано,Lanciato,施放了,施放,시전됨,Rzucone,Застосовано,Geworpen,Büyü Yapıldı
L_SPELL,,Spell,呪文,Zauber,Sort,Hechizo,Magia,Заклинание,Incantesimo,法術,法术,주문,Czar,Закляття,Spreuk,Büyü
L_SPELLS,,Spells,魔法,Zauber,Sorts,Hechizos,Magias,Заклинания,Incantesimi,法術,法术,주문,Zaklęcia,Закляття,Spreuken,Büyüler
L_SURATHLI,,Surathli,スラスリ,Surathli,Surathli,Surathli,Surathli,Суратли,Surathli,蘇拉斯利,苏拉斯利,수라슬리,Surathli,Суратлі,Surathli,Surathli
L_SURATHLI_EXT,,"Surathli, Goddess of Light",スラスリ、光の女神,"Surathli, Göttin des Lichts","Surathli, Déesse de la Lumière","Surathli, Diosa de la Luz","Surathli, Deusa da Luz","Суратли, Богиня Света","Surathli, Dea della Luce",蘇拉絲麗，光明女神,苏拉斯利，光明女神,"수라틀리, 빛의 여신","Surathli, Bogini Światła","Суратлі, Богиня Світла","Surathli, Godin van het Licht","Surathli, Işık Tanrıçası"
L_EREBYSS,,Erebyss,エレビス,Erebyss,Erebyss,Erebyss,Erebyss,Эребисс,Erebyss,艾瑞比斯,艾瑞比斯,에레비스,Erebyss,Еребіс,Erebyss,Erebyss
L_EREBYSS_EXT,,"Erebyss, Goddess of Darkness",エレビス、闇の女神,"Erebyss, Göttin der Dunkelheit","Erebyss, Déesse des Ténèbres","Erebyss, Diosa de la Oscuridad","Erebyss, Deusa da Escuridão","Эребисс, Богиня Тьмы","Erebyss, Dea dell'Oscurità",厄瑞碧絲，黑暗女神,厄瑞比斯，黑暗女神,"에레비스, 어둠의 여신","Erebyss, Bogini Ciemności","Еребісс, Богиня Темряви","Erebyss, Godin van Duisternis","Erebyss, Karanlık Tanrıçası"
L_MERAXIS,,Meraxis,メラクシス,Meraxis,Meraxis,Meraxis,Meraxis,Мераксис,Meraxis,梅拉克斯,梅拉克斯,메락시스,Meraxis,Мераксіс,Meraxis,Meraxis
L_MERAXIS_EXT,,"Meraxis, God of Bliss",メラクシス、至福の神,"Meraxis, Gott der Glückseligkeit","Meraxis, Dieu de la Félicité","Meraxis, Dios de la Dicha","Meraxis, Deus da Felicidade","Мераксис, Бог Блаженства","Meraxis, Dio della Beatitudine",梅拉克西斯，極樂之神,梅拉克西斯，极乐之神,"메락시스, 환희의 신","Meraxis, Bóg Błogości","Мераксіс, Бог Блаженства","Meraxis, God van Gelukzaligheid","Meraxis, Mutluluk Tanrısı"
L_ZONTE,,Zonte,ゾンテ,Zonte,Zonte,Zonte,Zonte,Зонте,Zonte,宗特,佐特,존테,Zonte,Зонте,Zonte,Zonte
L_ZONTE_EXT,,"Zonte, God of Wisdom",ゾンテ、知恵の神,"Zonte, Gott der Weisheit","Zonte, Dieu de la Sagesse","Zonte, Dios de la Sabiduría","Zonte, Deus da Sabedoria","Зонте, Бог Мудрости","Zonte, Dio della Saggezza",智慧之神宗特,佐特，智慧之神,"존테, 지혜의 신","Zonte, Bóg Mądrości","Зонте, Бог Мудрості","Zonte, God van Wijsheid","Zonte, Bilgelik Tanrısı"
L_VULCANAR,,Vulcanar,ヴァルカナー,Vulcanar,Vulcanar,Vulcanar,Vulcanar,Вулканар,Vulcanar,火山巨獸,火山纳尔,불카나르,Vulcanar,Вулканар,Vulcanar,Vulcanar
L_VULCANAR_EXT,,"Vulcanar, God of Fire",ヴァルカナー、炎の神,"Vulcanar, Gott des Feuers","Vulcanar, Dieu du Feu","Vulcanar, Dios del Fuego","Vulcanar, Deus do Fogo","Вулканар, Бог Огня","Vulcanar, Dio del Fuoco",火神伏坎納,火神维尔卡纳,"불카나르, 불의 신","Vulcanar, Bóg Ognia","Вулканар, Бог Вогню","Vulcanar, God van Vuur","Vulcanar, Ateş Tanrısı"
L_AEOLIAN,,Aeolian,イオリアン,Aeolisch,Éolien,Eólico,Eólio,Эол,Eolio,伊奧利安,埃欧利安,에올리안,Eolski,Еолійський,Aeolisch,Aeolian
L_AEOLIAN_EXT,,"Aeolian, God of Wind",イオリアン、風の神,"Aeolian, Gott des Windes","Éolien, Dieu du Vent","Aeolian, Dios del Viento","Aeolian, Deus do Vento","Эол, Бог Ветра","Aeolian, Dio del Vento",風之神伊奧利安,埃欧利安，风之神,"에올리안, 바람의 신","Aeolian, Bóg Wiatru","Еоліан, Бог Вітру","Aeolian, God van Wind","Aeolian, Rüzgar Tanrısı"
L_AZURAL,,Azural,アズラル,Azural,Azural,Azural,Azural,Азураль,Azural,艾祖拉爾,阿祖拉尔,아주랄,Azural,Азурал,Azural,Azural
L_AZURAL_EXT,,"Azural, God of Frost",アズラル、氷霜の神,"Azural, Gott des Frosts","Azural, Dieu du Givre","Azural, Dios del Hielo","Azural, Deus da Geada","Азураль, Бог Мороза","Azural, Dio del Gelo",艾祖拉爾，霜之神,阿祖拉尔，霜冻之神,"아주랄, 서리의 신","Azural, Bóg Mrozu","Азурал, Бог Морозу","Azural, God van de Vorst","Azural, Ayaz Tanrısı"
L_TARTARITH,,Tartarith,タルタリス,Tartarith,Tartarith,Tartarith,Tartarith,Тартарит,Tartarith,塔爾塔里斯,塔尔塔里斯,타르타리스,Tartarith,Тартаріт,Tartarith,Tartarith
L_TARTARITH_EXT,,"Tartarith, God of Punishment",タルタリス、罰の神,"Tartarith, Gott der Bestrafung","Tartarith, Dieu du Châtiment","Tartarith, Dios del Castigo","Tartarith, Deus da Punição","Тартарит, Бог Наказания","Tartarith, Dio della Punizione",塔塔里斯，懲罰之神,塔尔塔里斯，惩罚之神,"타르타리스, 징벌의 신","Tartarith, Bóg Kary","Тартаріт, Бог Покарання","Tartarith, God van Straf",Ceza Tanrısı Tartarith
L_REGALIS,,Regalis,レガリス,Regalis,Regalis,Regalis,Regalis,Регалис,Regalis,雷加利斯,雷加利斯,레갈리스,Regalis,Регаліс,Regalis,Regalis
L_REGALIS_EXT,,"Regalis, Goddess of Poison",レガリス、毒の女神,"Regalis, Göttin des Giftes","Regalis, Déesse du Poison","Regalis, Diosa del Veneno","Regalis, Deusa do Veneno","Регалис, Богиня Яда","Regalis, Dea del Veleno",瑞加利斯，毒之女神,毒药女神雷加利斯,"레갈리스, 독의 여신","Regalis, Bogini Trucizny","Регаліс, Богиня Отрути","Regalis, Godin van Gif","Regalis, Zehir Tanrıçası"
L_YSEROS,,Yseros,イセロス,Yseros,Yseros,Yseros,Yseros,Исерос,Yseros,伊瑟洛斯,伊瑟洛斯,이세로스,Yseros,Ісерос,Yseros,Yseros
L_YSEROS_EXT,,"Yseros, Goddess of Illusion",イセロス、幻影の女神,"Yseros, Göttin der Illusion","Yséros, Déesse de l'Illusion","Yseros, Diosa de la Ilusión","Yseros, Deusa da Ilusão","Исерос, Богиня Иллюзий","Yseros, Dea dell'Illusione",伊瑟洛斯，幻象女神,伊瑟洛斯，幻象女神,"이세로스, 환영의 여신","Yseros, Bogini Iluzji","Ісерос, Богиня Ілюзій","Yseros, Godin van Illusie","Yseros, Yanılsama Tanrıçası"
L_LISTER,,Lister,リスター,Lister,Lister,Listar,Catalogador,Листер,Elenco,列表器,列表器,리스터,Lister,Лістер,Lijster,Listeleyici
L_LISTER_EXT,,"Lister, God of Fortune",リスター、幸運の神,"Lister, Gott des Glücks","Lister, Dieu de la Fortune","Lister, Dios de la Fortuna","Lister, Deus da Fortuna","Листер, Бог Удачи","Lister, Dio della Fortuna",利斯特，財富之神,利斯特，财富之神,"리스터, 행운의 신","Lister, Bóg Fortuny","Лістер, Бог Удачі","Lister, God van Fortuin","Lister, Şans Tanrısı"
L_FRIDEN,,Friden,フリデン,Friden,Friden,Friden,Friden,Фриден,Friden,弗里登,弗里登,프리든,Friden,Фріден,Friden,Friden
L_FRIDEN_EXT,,"Friden, God of the Sea",フリデン、海の神,"Friden, Gott des Meeres","Friden, Dieu de la Mer","Friden, Dios del Mar","Friden, Deus do Mar","Фриден, Бог Моря","Friden, Dio del Mare",弗里登，海洋之神,弗里登，海洋之神,"프리덴, 바다의 신","Friden, Bóg Morza","Фріден, Бог Моря","Friden, God van de Zee","Friden, Denizlerin Tanrısı"
L_VERTRAAG,,Vertraag,ヴェルトラーグ,Vertraag,Ralentissement,Vertraag,Retardar,Вертрааг,Vertraag,維特拉格,维特拉格,버트라그,Vertraag,Вертрааг,Slow,Yavaşlat
L_VERTRAAG_EXT,,"Vertraag, God of Time",ヴェルトラーグ、時の神,"Vertraag, Gott der Zeit","Vertraag, Dieu du Temps","Vertraag, Dios del Tiempo","Vertraag, Deus do Tempo","Вертрааг, Бог Времени","Vertraag, Dio del Tempo",維特拉格，時間之神,维特拉格，时间之神,"베르트라그, 시간의 신","Vertraag, Bóg Czasu","Вертрааг, Бог Часу","Vertraag, God van de Tijd","Vertraag, Zaman Tanrısı"
L_TORUN,,Torun,トルン,Torun,Torun,Torun,Torun,Торун,Torun,托倫,托伦,토룬,Toruń,Торун,Torun,Torun
L_TORUN_EXT,,"Torun, God of Anger",トルン、怒りの神,"Torun, Gott des Zorns","Torun, Dieu de la Colère","Torun, Dios de la Ira","Torun, Deus da Ira","Торун, Бог Гнева","Torun, Dio dell'Ira",托倫，憤怒之神,图伦，愤怒之神,"토룬, 분노의 신","Torun, Bóg Gniewu","Торун, Бог Гніву","Torun, God van Woede","Torun, Öfke Tanrısı"
L_GONFURIAN,,Gonfurian,ゴンフリアン,Gonfurian,Gonfurian,Gonfurian,Gonfurian,Гонфуриан,Gonfurian,貢夫里安,贡夫里安,곤푸리안,Gonfurian,Гонфуріан,Gonfurian,Gonfurian
L_GONFURIAN_EXT,,"Gonfurian, God of War",ゴンフリアン、戦争の神,"Gonfurian, Gott des Krieges","Gonfurian, Dieu de la Guerre","Gonfurian, Dios de la Guerra","Gonfurian, Deus da Guerra","Гонфуриан, Бог Войны","Gonfurian, Dio della Guerra",貢弗里安，戰爭之神,贡夫里安，战争之神,"곤푸리안, 전쟁의 신","Gonfurian, Bóg Wojny","Гонфуріан, Бог Війни","Gonfurian, God van de Oorlog","Gonfurian, Savaş Tanrısı"
L_TENEBRIS,,Tenebris,テネブリス,Tenebris,Tenebris,Tenebris,Tenebris,Тенебрис,Tenebris,特涅布里斯,黑暗,테네브리스,Tenebris,Тенебріс,Tenebris,Tenebris
L_TENEBRIS_EXT,,"Tenebris, God of Shadow",テネブリス、影の神,"Tenebris, Gott der Schatten","Tenebris, Dieu de l'Ombre","Tenebris, Dios de la Sombra","Tenebris, Deus das Sombras","Тенебрис, Бог Тени","Tenebris, Dio dell'Ombra",闇影之神泰尼布里斯,特涅布里斯，暗影之神,"테네브리스, 그림자의 신","Tenebris, Bóg Cienia","Тенебріс, Бог Тіні","Tenebris, God van Schaduw","Tenebris, Gölge Tanrısı"
L_VENEDON,,Venedon,ヴェネドン,Venedon,Venedon,Venedon,Venedon,Венедон,Venedon,維尼頓,维尼顿,베네돈,Venedon,Венедон,Venedon,Venedon
L_VENEDON_EXT,,"Venedon, God of Discord",ヴェネドン、不和の神,"Venedon, Gott der Zwietracht","Venedon, Dieu de la Discorde","Venedon, Dios de la Discordia","Venedon, Deus da Discórdia","Венедон, Бог Раздора","Venedon, Dio della Discordia",維尼頓，不和之神,维内冬，纷争之神,"베네돈, 불화의 신","Venedon, Bóg Niezgody","Венедон, Бог Розбрату","Venedon, God van Tweedracht","Venedon, Uyumsuzluk Tanrısı"
L_APOCRANOX,,Apocranox,アポクラノックス,Apocranox,Apocranox,Apocranox,Apocranox,Апокранокс,Apocranox,啟示錄諾克斯,启示录诺克斯,아포크라녹스,Apocranox,Апокранокс,Apocranox,Apocranox
L_APOCRANOX_EXT,,"Apocranox, God of the Hunt",アポクラノックス、狩猟の神,"Apocranox, Gott der Jagd","Apocranox, Dieu de la Chasse","Apocranox, Dios de la Cacería","Apocranox, Deus da Caça","Апокранокс, Бог Охоты","Apocranox, Dio della Caccia",狩獵之神阿波克拉諾克斯,阿波克拉诺克斯，狩猎之神,사냥의 신 아포크라녹스,"Apocranox, Bóg Łowów","Апокранокс, Бог Полювання","Apocranox, God van de Jacht",Av Tanrısı Apocranox
L_PERDITION,,Perdition,破滅,Verdammnis,Perdition,Perdición,Perdição,Погибель,Perdizione,滅亡,灭亡,멸망,Zatracenie,Загибель,Verdoemenis,Cehennem
L_PERDITION_EXT,,"Perdition, God of Extinction",滅亡の神、パーディション,"Perdition, Gott der Auslöschung","Perdition, Dieu de l'Extinction","Perdición, Dios de la Extinción","Perdição, Deus da Extinção","Погибель, Бог Вымирания","Perdizione, Dio dell'Estinzione",滅絕之神，佩迪森,湮灭，灭绝之神,"멸망의 신, 퍼디션","Zatracenie, Bóg Zagłady","Пердішн, Бог Вимирання","Verdoemenis, God van Uitsterving","Yok Oluş, Yokoluş Tanrısı"
L_MORTEM,,Mortem,モルテム,Mortem,Mortem,Mortem,Mortem,Мортем,Mortem,莫特姆,莫特姆,모르템,Mortem,Мортем,Mortem,Mortem
L_MORTEM_EXT,,"Mortem, God of Blood",モルテム、血の神,"Mortem, Gott des Blutes","Mortem, Dieu du Sang","Mortem, Dios de la Sangre","Mortem, Deus do Sangue","Мортем, Бог Крови","Mortem, Dio del Sangue",莫特姆，血之神,莫特姆，血之神,"모르템, 피의 신","Mortem, Bóg Krwi","Мортем, Бог Крові","Mortem, God van Bloed","Mortem, Kan Tanrısı"
L_AURUM,,Aurum,オーラム,Aurum,Aurum,Aurum,Aurum,Аурум,Aurum,黃金,黄金,아우룸,Aurum,Аурум,Aurum,Altın
L_AURUM_EXT,,"Aurum, God of Vanity",オーラム、虚栄の神,"Aurum, Gott der Eitelkeit","Aurum, Dieu de la Vanité","Aurum, Dios de la Vanidad","Aurum, Deus da Vaidade","Аурум, Бог Тщеславия","Aurum, Dio della Vanità",奧倫，虛榮之神,奥鲁姆，虚荣之神,"오만의 신, 아우룸","Aurum, Bóg Próżności","Аурум, Бог Марнославства","Aurum, God van IJdelheid",Kibir Tanrısı Aurum
L_CALIBAN,,Caliban,カリバン,Caliban,Caliban,Caliban,Caliban,Калибан,Caliban,卡利班,卡利班,칼리반,Caliban,Каліба́н,Caliban,Caliban
L_CALIBAN_EXT,,"Caliban, God of Dreams",カリバン、夢の神,"Caliban, Gott der Träume","Caliban, Dieu des Rêves","Caliban, Dios de los Sueños","Caliban, Deus dos Sonhos","Калибан, Бог Снов","Caliban, Dio dei Sogni",卡利班，夢境之神,卡利班，梦境之神,"칼리반, 꿈의 신","Kaliban, Bóg Snów","Каліба́н, Бог Снів","Caliban, God van Dromen","Caliban, Rüyalar Tanrısı"
L_ALEXANDRIA,,Alexandria,アレクサンドリア,Alexandria,Alexandria,Alexandria,Alexandria,Герон,Alexandria,亞歷山卓,亚历山德里亚,알렉산드리아,Aleksandria,Александрія,Alexandria,Alexandria
L_ALEXANDRIA_EXT,,"Alexandria, God of Falsity",アレクサンドリア、虚偽の神,"Alexandria, Göttin der Falschheit","Alexandrie, Dieu de la Fausseté","Alejandría, Dios de la Falsedad","Alexandria, Deus da Falsidade","Герон, Бог Подделок","Alessandria, Dio della Falsità",亞歷珊卓，虛偽之神,亚历山德里亚，虚伪之神,"알렉산드리아, 거짓의 신","Aleksandria, Bóg Fałszu","Александрія, Бог Фальші","Alexandria, God van Valsheid","Alexandria, Sahtelik Tanrısı"
L_ANNELTHA,,Anneltha,アネルサ,Anneltha,Anneltha,Anneltha,Anneltha,Аннельта,Anneltha,安妮爾薩,安妮尔萨,안넬타,Anneltha,Аннельта,Anneltha,Anneltha
L_ANNELTHA_EXT,,"Anneltha, Goddess of Earth",アネルサ、大地の女神,"Anneltha, Göttin der Erde","Anneltha, Déesse de la Terre","Anneltha, Diosa de la Tierra","Anneltha, Deusa da Terra","Аннельта, Богиня Земли","Anneltha, Dea della Terra",安妮爾薩，大地女神,安妮尔莎，大地女神,"아넬타, 대지의 여신","Anneltha, Bogini Ziemi","Аннельта, Богиня Землі","Anneltha, Godin van de Aarde","Anneltha, Toprak Tanrıçası"
L_ARIAMAKI,,Ariamaki,アリアマキ,Ariamaki,Ariamaki,Ariamaki,Ariamaki,Ариамаки,Ariamaki,艾莉亞瑪基,阿里亚马基,아리아마키,Ariamaki,Аріамакі,Ariamaki,Ariamaki
