Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_MODRON,,Modron,モドロン,Modron,Modron,Modron,Modron,Модрон,Modron,魔靈機械人,魔像机械,모드론,Modron,Модрон,Modron,Modron
L_MYTHICANT,,Mythicant,ミシカント,Mythicant,Mythicant,Mythicant,Mythicant,Мификант,Mythicant,神幻境,神话幻境,미시칸트,Mythicant,Міфікант,Mythicant,Mythicant
L_NEPHILIM,,Nephilim,ネフィリム,Nephilim,Néphilim,Nephilim,Nephilim,Нефилим,Nephilim,涅菲利姆,涅菲利姆,네피림,Nefilim,Нефілім,Nephilim,Nephilim
L_NIHILIST,,Nihilist,ニヒリスト,Nihilist,Nihiliste,Nihilista,Niilista,Пустотница,Nichilista,虛無主義者,虚无主义者,허무주의자,Nihilista,Нігіліст,Nihilist,Nihilist
L_SPELLMANE,,Spellmane,スペルメイン,Zaubermähne,Spellmane,Spellmane,Spellmane,Чарогрив,Spellmane,魔法獅,法术鬃,마법갈기,Zaklinacz,Чаромаг,Toverkracht,Büyücübörk
L_URALOS,,Uralos,ウラロス,Uralos,Uralos,Uralos,Uralos,Уралос,Uralos,烏拉洛斯,乌拉洛斯,우랄로스,Uralos,Уралос,Uralos,Uralos
L_WARHOG,,Warhog,ウォーホグ,Kriegseber,Sanglier de guerre,Jabalí de Guerra,Javali de Guerra,Вепрь,Cinghiale da Guerra,戰豬,战猪,워호그,Warchlak,Бойовий кабан,Oorlogszwijn,Savaşdomuzu
L_FAE,,Fae,フェイ,Fae,Fée,Hada,Fada,Фея,Fata,精靈,精灵,페이,Fae,Фея,Fae,Peri
L_GUARDIAN,,Guardian,ガーディアン,Wächter,Gardien,Guardián,Guardião,Страж,Guardiano,守護者,守护者,수호자,Strażnik,Охоронець,Beschermer,Koruyucu
L_CALUMNIER,,Calumnier,カラムニエ,Calumnier,Calomnier,Calumnier,Calumnier,Клеветник,Calunniatore,誹謗者,诽谤者,칼럼니어,Kalumnier,Наклепник,Lasteraar,Karalayıcı
L_CATACLYSM,,Cataclysm,カタクリズム,Kataklysmus,Cataclysme,Cataclismo,Cataclismo,Катаклизм,Cataclisma,大災變,大灾变,대격변,Kataklizm,Катаклізм,Cataclysme,Felaket
L_EFFIGY,,Effigy,エフィジー,Abbild,Effigie,Efigie,Efígie,Чучело,Effigie,法像,雕像,형상,Podobizna,Подоба,Beeltenis,Suret
L_EGGXOTIC,,Eggxotic,エッグゾチック,Eggxotisch,Eggxotique,Eggxótico,Eggxótico,Чудо-яйцо,Eggxotico,蛋奇異,奇趣蛋,에그조틱,Jajeczotyka,Яйцезотичний,Eggxotisch,Yumurtamsı
L_LUCANIAN,,Lucanian,ルカニアン,Lucanisch,Lucanien,Lucaniano,Lucaniano,Луканий,Lucaniano,盧卡尼亞,卢卡尼亚人,루카니안,Lukański,Луканський,Lucaniaans,Lucanian
L_MARIONETTE,,Marionette,マリオネット,Marionette,Marionnette,Marioneta,Marionete,Марионетка,Marionetta,傀儡,木偶,마리오네트,Marionetka,Маріонетка,Marionet,Kukla
L_ROBODOMI,,Robodomi,ロボドミ,Robodomi,Robodomi,Robodomi,Robodomi,Рободоми,Robodomi,機器女僕,机器女仆,로보도미,Robodomi,Рободомі,Robodomi,Robodomi
L_SPACECAT,,Spacecat,スペースキャット,Weltraumkatze,Chatspace,Gatoespacial,Gatoespacial,Космокот,Gattostellare,太空貓,太空猫,우주고양이,Kosmokot,Космокіт,Ruimtekat,Uzaykedi
L_SPELLJUGGLER,,Spelljuggler,スペルジャグラー,Zauberjongleur,Spelljuggler,Lanzahechizos,Conjurador de Feitiços,Жонглёр,Incantastregone,咒法戲法師,法术杂耍师,주문술사,Czarokuglar,Чаклозонглер,Toversjongleur,Büyücambaz
L_ELEMENTASAUR,,Elementasaur,エレメンタザウルス,Elementasaurus,Élémentasaure,Elementasaurio,Elementassauro,Элементазавр,Elementasauro,元素龍獸,元素龙兽,엘리멘타사우르스,Elementozaur,Елементозавр,Elementasaur,Elementozor
L_MIRELING,,Mireling,ミアリング,Mireling,Mireling,Mireling,Mireling,Болотник,Mireling,米爾靈,米尔灵,미어링,Mireling,Мірелінг,Mireling,Mireling
L_UNDERDWELLER,,Underdweller,アンダードウェラー,Unterirdischer,Habitant des Profondeurs,Morador de las Profundidades,Subterrâneo,Подземник,Sotterraneo,地底居民,地底居民,지하거주자,Podziemny Mieszkaniec,Підземник,Ondergrondse Bewoner,Yeraltı Sakini
L_CRIT_EBONYENT,,Ebony Ent,エボニーエント,Schwarzholz-Ent,Ent d'Ébène,Ent de Ébano,Ente de Ébano,Эбеновый Энт,Ent d'Ebano,烏木樹精,乌木树精,흑단 엔트,Hebanowy Ent,Чорний Ент,Ebbenhout Ent,Abanoz Ent
L_CRIT_HEMLOCKENT,,Hemlock Ent,ヘムロックの精霊,Hemlock-Wesen,Ent Ciguë,Ent de Cicuta,Ente de Cicuta,Тисовый Энт,Ent di Cicuta,鐵杉精靈,铁杉精灵,헴록 엔트,Cis Jadowity,Тисовий Ент,Hemlock Ent,Porsuk Ağacı Yaratığı
L_CRIT_ELDERENT,,Elder Ent,エルダー・エント,Uralter Ent,Ent Ancien,Ent Anciano,Ente Ancião,Древний Энт,Ent Antico,古老樹精,古老树精,고대 엔트,Starszy Ent,Древній Ент,Oude Ent,Yaşlı Ent
L_CRIT_EFFLORESCENTENT,,Efflorescent Ent,エフロレセント・エント,Blühender Ent,Ent Efflorescent,Ent Floreciente,Ent Eflorescente,Цветущий Энт,Ent Efflorescente,花盛樹精,绽放树精,만개한 엔트,Rozkwitający Ent,Квітучий Ент,Bloeiende Ent,Çiçeklenen Ent
L_CRIT_ASHWOODENT,,Ashwood Ent,アッシュウッド・エント,Eschenholz-Ent,Sylvain l'Ent,Ent de Fresno,Ent de Freixo,Ясеневый Энт,Ent di Frassino,灰木樹精,灰木树精,잿빛나무 엔트,Drzewiec z Jesionowego Lasu,Ясеневий Ент,Essenhouten Ent,Kül Ağacı Ent
L_CRIT_TIMEWORNENT,,Timeworn Ent,古びたエント,Uralter Ent,Ent Ancien,Ent Antiguo,Ent Ancestral,Древний Энт,Ent Antico,古老樹精,陈旧树精,오래된 엔트,Pradawny Ent,Прадавній Ент,Verweerde Ent,Kadim Ent
L_CRIT_DIAMONDPARAGON,,Diamond Paragon,ダイヤモンドの模範,Diamant-Paragon,Parangon de Diamant,Parangón de Diamante,Paradigma de Diamante,Алмазный Парагон,Paragone di Diamante,鑽石典範,钻石典范,다이아몬드 패러곤,Diamentowy Wzorzec,Діамантовий Взірець,Diamanten Toonbeeld,Elmas Paragon
L_CRIT_EMERALDPARAGON,,Emerald Paragon,エメラルドの模範,Smaragd-Paragon,Parangon d'Émeraude,Parangón Esmeralda,Paradigma Esmeralda,Изумрудный Парагон,Paragone di Smeraldo,翡翠典範,翡翠典范,에메랄드 패러곤,Szmaragdowy Wzorzec,Смарагдовий Взірець,Smaragden Toonbeeld,Zümrüt Örnek
L_CRIT_RUBYPARAGON,,Ruby Paragon,ルビーの模範,Rubin-Paragon,Paragon de Rubis,Parangón de Rubí,Paradigma Rubi,Рубиновый Парагон,Paragone di Rubino,紅寶石典範,红宝石典范,루비 패러곤,Rubinowy Wzorzec,Рубіновий Взірець,Robijn Toonbeeld,Yakut Örnek
L_CRIT_SAPPHIREPARAGON,,Sapphire Paragon,サファイアの模範,Saphir-Paragon,Parangon de Saphir,Parangón de Zafiro,Paradigma de Safira,Сапфировый Парагон,Paragone di Zaffiro,藍寶石典範,蓝宝石典范,사파이어 패러곤,Szafirowy Wzorzec,Сапфіровий Взірець,Saffieren Toonbeeld,Safir Paragon
L_CRIT_TOPAZPARAGON,,Topaz Paragon,トパーズの模範,Topas-Paragon,Parangon de Topaze,Parangón de Topacio,Paladino de Topázio,Топазовый Парагон,Paragone di Topazio,黃玉典範,黄玉典范,토파즈 패러건,Topazowy Wzorzec,Топазовий Взірець,Topazen Toonbeeld,Topaz Paragon
L_CRIT_BLOODREAPER,,Blood Reaper,ブラッドリーパー,Blutschnitter,Faucheur de Sang,Segador de Sangre,Ceifador de Sangue,Жнец Крови,Mietitore di Sangue,血之收割者,血收割者,블러드 리퍼,Żniwiarz Krwi,Кривавий Женець,Bloeddorster,Kan Biçici
L_CRIT_BONEREAPER,,Bone Reaper,骨刈り,Knochenschnitter,Faucheur d'Os,Segador de Huesos,Ceifador de Ossos,Жнец Костей,Mietitore d'Ossa,骨骸收割者,骨镰收割者,뼈 수확자,Żniwiarz Kości,Жнець Кісток,Bottenverzamelaar,Kemik Biçici
L_CRIT_SOULREAPER,,Soul Reaper,ソウルリーパー,Seelenernter,Faucheur d'Âmes,Segador de Almas,Ceifador de Almas,Жнец Душ,Mietitore di Anime,靈魂收割者,灵魂收割者,영혼 수확자,Żniwiarz Dusz,Жнець Душ,Zielenoogster,Ruh Biçici
L_CRIT_SHADOWREAPER,,Shadow Reaper,シャドウリーパー,Schattenernter,Faucheur d'Ombre,Segador de Sombras,Ceifador das Sombras,Жнец Теней,Mietitore d'Ombre,暗影收割者,暗影收割者,그림자 수확자,Żniwiarz Cieni,Жнець Тіней,Schaduwmaaier,Gölge Biçici
L_CRIT_CURSEDREAPER,,Cursed Reaper,呪われた死神,Verfluchter Schnitter,Faucheur Maudit,Segador Maldito,Ceifador Amaldiçoado,Проклятый Жнец,Mietitore Maledetto,詛咒死神,诅咒收割者,저주받은 사신,Przeklęty Żniwiarz,Проклятий Женець,Vervloekte Maaier,Lanetli Biçici
L_CRIT_INCURSIONREAPER,,Incursion Reaper,インカージョン・リーパー,Eindringungs-Schnitter,Faucheur d'Incursion,Segador de Incursión,Ceifador de Incursão,Жнец-Агрессор,Mietitore dell'Incursione,入侵收割者,入侵收割者,침략 사신,Żniwiarz Najazdu,Женець Вторгнення,Invasie Maaier,İstila Biçicisi
L_CRIT_HARPYEYEGOUGER,,Harpy Eyegouger,ハーピー・アイガウジャー,Harpyien-Augenstecher,Arracheuse d'Yeux Harpie,Arrancaojos Arpía,Arrancadora de Olhos Harpia,Гарпия-Ослепительница,Strappocchi dell'Arpia,鷹身女妖挖眼者,鹰身女妖挖眼者,하피 눈파괴자,Harpia Wydłubywaczka Oczu,Гарпія-Очодерка,Harpij Ooguitsteker,Harpi Gözoyan
L_CRIT_HARPYSCREAMER,,Harpy Screamer,ハーピー・スクリーマー,Harpyien-Kreischer,Hurleuse Harpie,Gritadora Arpía,Gritadora Harpia,Гарпия-Крикунья,Urlatore Arpia,鷹身女妖尖嘯者,鹰身女妖尖啸者,하피 스크리머,Krzykacz Harpi,Гарпія-Верещалка,Harpij Krijser,Harpi Çığlıkçısı
L_CRIT_HARPYPILLAGER,,Harpy Pillager,ハーピー略奪者,Harpyien-Plünderer,Pilleur Harpie,Saqueadora Arpía,Saqueadora Harpia,Гарпия-Разорительница,Predatrice Arpia,鷹身女妖掠奪者,鹰身女妖掠夺者,하피 약탈자,Harpia Grabieżca,Гарпія-грабіжниця,Harpij Plunderaar,Harpi Yağmacı
L_CRIT_HARPYTORTURER,,Harpy Torturer,ハーピーの拷問者,Harpyien-Folterer,Tortionnaire Harpie,Torturadora Arpía,Torturadora Harpia,Гарпия-Мучительница,Torturatrice Arpia,鷹身女妖折磨者,鹰身女妖折磨者,하피 고문관,Harpia Oprawczyni,Мучителька-Гарпія,Harpij Folteraar,Harpi İşkenceci
L_CRIT_HARPYHAG,,Harpy Hag,ハーピーの魔女,Harpyenhexe,Mégère Harpie,Arpía Bruja,Megera Harpia,Гарпия-Ведьма,Arpia Megera,鷹身女妖,鹰身女妖巫婆,하피 노파,Harpia Wiedźma,Гарпія-Відьма,Harpij Heks,Harpi Cadısı
L_CRIT_HARPYQUEEN,,Harpy Queen,ハーピークイーン,Harpyienkönigin,Reine des Harpies,Reina Arpía,Rainha Harpia,Королева Гарпий,Regina delle Arpie,鷹身女妖女王,鹰身女妖女王,하피 여왕,Królowa Harpii,Королева Гарпій,Harpijkoningin,Harpi Kraliçesi
L_CRIT_IMPHEXER,,Imp Hexer,インプ・ヘクサー,Kobold-Hexer,Envoûteur Diablotin,Brujo Diablillo,Bruxo Diabrete,Бес-Ведьмак,Stregone Imp,小惡魔咒術師,小恶魔巫师,임프 마법사,Zaklinacz Chochlików,Чаклун-біс,Imp Behekser,İblis Büyücüsü
L_CRIT_IMPSACRIFICER,,Imp Sacrificer,インプの生贄術師,Imp-Opferer,Sacrificateur Diablotin,Sacrificador de Diablillos,Sacrificador Diabrete,Бес-Жрец,Sacrificatore Imp,小惡魔獻祭者,小恶魔献祭者,임프 제물술사,Ofiarnik Chochlik,Жертвоприноситель бісів,Imp Offeraar,İblis Kurban Edici
L_CRIT_IMPSHAMAN,,Imp Shaman,インプ・シャーマン,Koboldschamane,Chaman Diablotin,Chamán Diablillo,Xamã Diabrete,Бес-Шаман,Sciamano Imp,小惡魔薩滿,小恶魔萨满,임프 주술사,Szaman Chochlików,Шаман-біс,Koboldsjamaan,İblis Şamanı
L_CRIT_IMPINSCRIBER,,Imp Inscriber,インプ・インスクライバー,Kobold-Schreiber,Scribe Diablotin,Inscriptor Diablillo,Inscritor Diabrete,Бес-Писарь,Scriba Folletto,小惡魔銘刻師,小恶魔铭刻师,임프 각인자,Skryba Chochlików,Писар Бісенят,Duivelschrijver,İblis Yazıcı
L_CRIT_IMPRITUALIST,,Imp Ritualist,インプの儀式術師,Imp-Ritualist,Ritualiste Diablotin,Ritualista Diablillo,Ritualista Diabrete,Бес-Ритуалист,Ritualista Imp,小惡魔祭司,小恶魔祭司,임프 의식술사,Rytualista Chochlik,Біс-ритуаліст,Kobold Ritualist,İblis Ayinci
L_CRIT_IMPNECROMANCER,,Imp Necromancer,インプ・ネクロマンサー,Kobold-Nekromant,Nécromancien Diablotin,Nigromante Diablillo,Necromante Diabrete,Бес-Некромант,Negromante Imp,小惡魔死靈法師,小恶魔死灵法师,임프 강령술사,Nekromanta Chochlik,Некромант-біс,Kobold Necromancer,İblis Nekromanseri
L_CRIT_SIRENPURIFIER,,Siren Purifier,サイレン・ピュリファイアー,Sirenen-Läuterer,Purificateur de Sirène,Purificador de Sirena,Purificador de Sirene,Сирена-Очистительница,Purificatore della Sirena,海妖淨化者,海妖净化者,사이렌 정화자,Oczyszczająca Syrena,Сирена-очисник,Sirenenzuiveraar,Siren Arındırıcısı
L_CRIT_SIRENCOERCER,,Siren Coercer,サイレン・コアサー,Sirenen-Bezwinger,Sirène Manipulatrice,Sirena Coercitiva,Coercitora Sirena,Сирена-Соблазнительница,Ammaliatrice Sirena,海妖誘惑者,海妖诱惑者,세이렌 강제자,Uwodzicielka Syren,Сирена-Спокусниця,Sirenenverleidster,Siren Baştan Çıkarıcı
L_CRIT_SIRENSOOTHSAYER,,Siren Soothsayer,サイレン・スースセイヤー,Sirenen-Wahrsagerin,Prophétesse des Sirènes,Adivina Sirena,Vidente das Sereias,Сирена-Прорицательница,Veggente delle Sirene,海妖預言師,海妖预言师,세이렌 예언자,Syrenowa Wieszczka,Сирена-Віщунка,Sirene Waarzegster,Siren Kahin
L_CRIT_SIRENBEGUILER,,Siren Beguiler,サイレン・ビガイラー,Sirenen-Betörer,Sirène Ensorceleuse,Sirena Seductora,Encantadora de Sirenes,Сирена-Обольстительница,Ammaliatrice delle Sirene,海妖誘惑者,海妖魅惑者,세이렌 현혹자,Uwodzicielka Syren,Сирена-чарівниця,Sirenenverleidster,Siren Baştan Çıkarıcı
L_CRIT_SIRENASCENDANT,,Siren Ascendant,サイレン・アセンダント,Sirene der Auferstehung,Sirène Transcendante,Sirena Ascendente,Sirene Ascendente,Восходящая Сирена,Sirena Ascendente,昇華海妖,海妖升华者,사이렌 어센던트,Wzniesiona Syrena,Висока Сирена,Sirene Verheven,Siren Yükseliyor
L_CRIT_SIRENORACLE,,Siren Oracle,サイレン・オラクル,Sirenen-Orakel,Oracle des Sirènes,Oráculo Sirena,Oráculo da Sereia,Сирена-Предсказательница,Oracolo della Sirena,海妖神諭,海妖预言师,사이렌 오라클,Wyrocznia Syreny,Оракул Сирени,Sireneorakel,Siren Kâhini
L_CRIT_MINOTAURWARRIOR,,Minotaur Warrior,ミノタウロスの戦士,Minotauren-Krieger,Guerrier Minotaure,Guerrero Minotauro,Guerreiro Minotauro,Минотавр-Воин,Guerriero Minotauro,牛頭人戰士,牛头人战士,미노타우르스 전사,Wojownik Minotaur,Воїн-Мінотавр,Minotaurkrijger,Minotaur Savaşçısı
L_CRIT_MINOTAUREARTHSHAKER,,Minotaur Earthshaker,ミノタウロス・アースシェイカー,Minotaur Erderschütterer,Minotaure Ébranleterre,Minotauro Sacudidor de Tierra,Minotauro Tremedor da Terra,Минотавр-Сотрясатель,Minotauro Scuotiterra,牛頭人震地者,牛头人震地者,미노타우르스 대지진자,Minotaur Wstrząsający Ziemią,Мінотавр Землетрус,Minotaur Aardbevinger,Minotaur Yersarsıcı
L_CRIT_MINOTAURSKULLCRUSHER,,Minotaur Skullcrusher,ミノタウロス・スカルクラッシャー,Minotaur-Schädelbrecher,Briseur de Crânes Minotaure,Aplastacráneos Minotauro,Esmagador de Crânios Minotauro,Минотавр-Черепокрушитель,Frantumacrani del Minotauro,牛頭人碎顱者,牛头人碎颅者,미노타우르스 두개골분쇄자,Minotaur Czaszkodruzgotacz,Мінотавр-Черепотрощ,Minotaur Schedelbreker,Minotaur Kafakırıcı
L_CRIT_MINOTAURBATTLEMASTER,,Minotaur Battlemaster,ミノタウロス・バトルマスター,Minotauren-Kampfmeister,Maître de Guerre Minotaure,Maestro de Batalla Minotauro,Mestre de Batalha Minotauro,Минотавр-Военачальник,Maestro di Battaglia Minotauro,牛頭人戰鬥大師,牛头人战斗大师,미노타우르스 전투대장,Minotaur Wojownik,Мінотавр-Бойовий Майстер,Minotaur Strijdmeester,Minotaur Savaş Ustası
L_CRIT_MINOTAURJUGGERNAUT,,Minotaur Juggernaut,ミノタウロス・ジャガーノート,Minotauren-Koloss,Mastodonte Minotaure,Mastodonte Minotauro,Minotauro Colossal,Минотавр-Джаггернаут,Mastodonte Minotauro,牛頭人勢不可擋者,牛头人重甲战士,미노타우르스 저거넛,Minotaur Kolos,Мінотавр-Руйнівник,Minotaur Kolossus,Minotaur Cebbarı
L_CRIT_MINOTAURBEHEMOTH,,Minotaur Behemoth,ミノタウロス・ベヒモス,Minotauren-Behemoth,Béhémoth Minotaure,Behemot Minotauro,Minotauro Colossal,Минотавр-Исполин,Behemoth Minotauro,牛頭人巨獸,牛头人巨兽,미노타우르스 베히모스,Minotaurzy Behemot,Мінотавр-Бегемот,Minotaur Kolos,Minotaur Behemoth
L_CRIT_LIFESHAPESHIFTER,,Life Shapeshifter,ライフシェイプシフター,Lebensgestaltwandler,Métamorphe de Vie,Cambiaformas de Vida,Metamorfo da Vida,Перевё Жизни,Mutaforma Vitale,生命變形師,生命变形者,생명 변신자,Zmiennokształtny Życia,Перевертень Життя,Levensvormveranderaar,Yaşam Şekildeğiştirici
L_CRIT_DEATHSHAPESHIFTER,,Death Shapeshifter,デスシェイプシフター,Todes-Gestaltwandler,Métamorphe de la Mort,Cambiaformas de la Muerte,Metamorfo da Morte,Перевёртыш Смерти,Mutaforma della Morte,死亡變形者,死亡变形者,죽음의 변신술사,Zmiennokształtny Śmierci,Перевертень Смерті,Doodsgedaanteverwisselaar,Ölüm Dönüşümcüsü
L_CRIT_CHAOSSHAPESHIFTER,,Chaos Shapeshifter,カオスシェイプシフター,Chaos-Gestaltwandler,Métamorphe du Chaos,Cambiaformas del Caos,Metamorfo do Caos,Хаотический Перевертыш,Mutaforma del Caos,混沌變形者,混沌变形者,혼돈의 변신술사,Zmiennokształtny Chaosu,Перевертень Хаосу,Chaos Gedaanteverwisselaar,Kaos Şekildeğiştiren
L_CRIT_SORCERYSHAPESHIFTER,,Sorcery Shapeshifter,魔術変身術師,Zauberei-Gestaltwandler,Métamorphe de Sorcellerie,Cambiaformas de Hechicería,Metamorfo da Feitiçaria,Колдовство Оборотень,Mutaforma della Stregoneria,巫術變形師,巫术变形师,마법 변신술사,Czarownik Zmiennokształtny,Чаклунство Перевертня,Toverij Gedaanteverwisselaar,Büyücülük Şekildeğiştirici
L_CRIT_NATURESHAPESHIFTER,,Nature Shapeshifter,ネイチャーシェイプシフター,Naturgestaltwandler,Métamorphe de la Nature,Cambiaformas de la Naturaleza,Metamorfo da Natureza,Оборотень Природы,Mutaforma della Natura,自然變形師,自然变形者,자연 변신술사,Zmiennokształtny Natury,Перевертень Природи,Natuurverschuiver,Doğa Dönüşümcüsü
L_CRIT_MASTERSHAPESHIFTER,,Master Shapeshifter,マスターシェイプシフター,Meister-Gestaltwandler,Maître Métamorphe,Maestro Cambiaformas,Mestre Metamorfo,Мастер-Перевёртыш,Maestro Mutaforma,變形大師,变形大师,마스터 변신술사,Mistrz Zmiennokształtności,Майстер Перевтілення,Meester Gedaanteverwisselaar,Usta Şekildeğiştirici
L_CRIT_GIMPMUMMY,,Gimp Mummy,ギンプマミー,Lahme Mumie,Momie Estropiée,Momia Lisiada,Múmia Aleijada,Страдающая Мумия,Mummia Zoppa,殘廢木乃伊,残废木乃伊,절름발이 미라,Kulawy Mumia,Кульгава Мумія,Kreupele Mummie,Topal Mumya
L_CRIT_SCOURGEMUMMY,,Scourge Mummy,スカージマミー,Geißelmumie,Momie Fléau,Momia Azote,Múmia Flagelo,Проклятая Мумия,Mummia Flagello,天譴木乃伊,灾厄木乃伊,역병 미라,Mumia Plagi,Мумія-Бич,Geselplaag Mummie,Bela Mumyası
L_CRIT_CREEPMUMMY,,Creep Mummy,クリープマミー,Grusel-Mumie,Momie Rampante,Momia Espeluznante,Múmia Rastejante,Жуткая Мумия,Mummia Strisciante,詭異木乃伊,爬行木乃伊,기괴한 미라,Mumia Pełzacz,Моторошна Мумія,Kruipende Mummie,Sürüngen Mumya
